region,fecha,año,mes,dia,temp_media_c,temp_max_c,temp_min_c,precipitacion_mm,humedad_pct,viento_kmh,fase_enos
Pacífico Central,6/20/2022,2022,6,20,24.6,27,22.5,18.6,89,4.9,La Niña
Pacífico Central,6/21/2022,2022,6,21,25,27.9,23.5,10.9,87,3.9,La Niña
Pacífico Central,6/22/2022,2022,6,22,24.6,27.8,23.1,10.7,88,5.6,La Niña
Pacífico Central,6/23/2022,2022,6,23,24.6,27,23,3.7,88,4.3,La Niña
Pacífico Central,6/24/2022,2022,6,24,24.3,27.3,22.4,8.2,92,4.4,La Niña
Pacífico Central,6/25/2022,2022,6,25,24.6,27.1,22.4,7.6,88,3.5,La Niña
Pacífico Central,6/26/2022,2022,6,26,24.1,25.2,23,9.4,92,3.7,La Niña
Pacífico Central,6/27/2022,2022,6,27,23.8,24.7,22.4,74.8,94,4.3,La Niña
Pacífico Central,6/28/2022,2022,6,28,24.1,27.1,22,46,91,4.1,La Niña
Pacífico Central,6/29/2022,2022,6,29,24.8,28,22,1.6,85,5.5,La Niña
Pacífico Central,6/30/2022,2022,6,30,25.1,27.6,23.5,0.4,85,5.5,La Niña
Pacífico Central,7/1/2022,2022,7,1,24.1,25.3,23.2,23.4,94,5,La Niña
Pacífico Central,7/2/2022,2022,7,2,24.5,26.9,22.9,44.8,93,8.3,La Niña
Pacífico Central,7/3/2022,2022,7,3,24.6,26.4,22.6,5.6,91,3.7,La Niña
Pacífico Central,7/4/2022,2022,7,4,25.2,27.5,23.8,3.8,89,5.9,La Niña
Pacífico Central,7/5/2022,2022,7,5,25,27.5,23.6,14.7,87,5.4,La Niña
Pacífico Central,7/6/2022,2022,7,6,24.6,26.9,22.9,18.4,90,4.7,La Niña
Pacífico Central,7/7/2022,2022,7,7,24.7,26.5,23.5,1,90,4.2,La Niña
Pacífico Central,7/8/2022,2022,7,8,25.7,28.4,24,0,85,4.3,La Niña
Pacífico Central,7/9/2022,2022,7,9,24.8,25.8,23.9,23.7,90,4.4,La Niña
Pacífico Central,7/10/2022,2022,7,10,25.4,28,24,22,85,3.7,La Niña
Pacífico Central,7/11/2022,2022,7,11,25.1,27.6,23.6,3,89,3.7,La Niña
Pacífico Central,7/12/2022,2022,7,12,24.8,27.4,22.9,2,90,3.5,La Niña
Pacífico Central,7/13/2022,2022,7,13,24.6,27,22.5,21.5,90,4.5,La Niña
Pacífico Central,7/14/2022,2022,7,14,25.2,28.2,23.4,11.3,89,3.5,La Niña
Pacífico Central,7/15/2022,2022,7,15,25.1,28.4,23.5,2.1,87,4.5,La Niña
Pacífico Central,7/16/2022,2022,7,16,25.2,27.6,23.1,0,87,4.6,La Niña
Pacífico Central,7/17/2022,2022,7,17,25.1,27.8,23.4,1.3,88,6.8,La Niña
Pacífico Central,7/18/2022,2022,7,18,24.9,27.5,23.4,1.6,90,5.2,La Niña
Pacífico Central,7/19/2022,2022,7,19,25.2,27.3,23.8,7.1,90,5.2,La Niña
Pacífico Central,7/20/2022,2022,7,20,24.8,27.2,23.4,18.6,91,6.2,La Niña
Pacífico Central,7/21/2022,2022,7,21,23.5,24.3,22.3,49.8,96,5.5,La Niña
Pacífico Central,7/22/2022,2022,7,22,25.3,28.1,22.2,44.3,89,6.5,La Niña
Pacífico Central,7/23/2022,2022,7,23,25.4,28.1,23.7,8,87,5.6,La Niña
Pacífico Central,7/24/2022,2022,7,24,25.1,28,23.2,1.3,85,4.1,La Niña
Pacífico Central,7/25/2022,2022,7,25,24.8,28.2,22,2.7,84,4.6,La Niña
Pacífico Central,7/26/2022,2022,7,26,24.5,26.6,22.5,14.4,88,3.4,La Niña
Pacífico Central,7/27/2022,2022,7,27,24.8,28.6,22.2,17.1,86,3.8,La Niña
Pacífico Central,7/28/2022,2022,7,28,24.4,27.2,22.5,12.9,88,4.1,La Niña
Pacífico Central,7/29/2022,2022,7,29,25.4,28.4,23.1,1.5,82,5,La Niña
Pacífico Central,7/30/2022,2022,7,30,25.4,28,23.8,1.8,88,4.4,La Niña
Pacífico Central,7/31/2022,2022,7,31,25.1,27,23.8,1.3,88,5.9,La Niña
Pacífico Central,8/1/2022,2022,8,1,25.2,27.9,23.4,1.9,84,5.7,La Niña
Pacífico Central,8/2/2022,2022,8,2,23.8,24.6,23.2,35.7,94,4.6,La Niña
Pacífico Central,8/3/2022,2022,8,3,24.6,26.2,23.2,2.3,89,3.4,La Niña
Pacífico Central,8/4/2022,2022,8,4,25.1,27.4,23.4,3.3,87,4.7,La Niña
Pacífico Central,8/5/2022,2022,8,5,25.4,28.2,23.3,1.8,86,3.9,La Niña
Pacífico Central,8/6/2022,2022,8,6,24.3,26.1,23,24.2,89,5.6,La Niña
Pacífico Central,8/7/2022,2022,8,7,24.8,27.7,22.8,13.7,91,4.8,La Niña
Pacífico Central,8/8/2022,2022,8,8,25.2,27.6,22.5,0.2,87,3.8,La Niña
Pacífico Central,8/9/2022,2022,8,9,25.5,28.5,23.9,3.9,87,4.6,La Niña
Pacífico Central,8/10/2022,2022,8,10,25.6,28.5,23.8,0.3,84,5,La Niña
Pacífico Central,8/11/2022,2022,8,11,24.8,26.8,22.5,17.5,89,4.4,La Niña
Pacífico Central,8/12/2022,2022,8,12,25.1,27.5,23.1,11.3,88,3,La Niña
Pacífico Central,8/13/2022,2022,8,13,25.1,27.6,23.8,9.5,89,4.2,La Niña
Pacífico Central,8/14/2022,2022,8,14,24.9,28.2,23,30,90,4.9,La Niña
Pacífico Central,8/15/2022,2022,8,15,24.4,27.5,22.8,97.6,93,4.3,La Niña
Pacífico Central,8/16/2022,2022,8,16,25.8,28.4,22.8,4.8,83,4.5,La Niña
Pacífico Central,8/17/2022,2022,8,17,26.3,29.3,24,1.2,80,4.9,La Niña
Pacífico Central,8/18/2022,2022,8,18,26,28.5,24.2,0.7,84,5.3,La Niña
Pacífico Central,8/19/2022,2022,8,19,25.3,27.8,23,5.9,87,5.8,La Niña
Pacífico Central,8/20/2022,2022,8,20,25.1,27.5,23.6,4.2,87,3.7,La Niña
Pacífico Central,8/21/2022,2022,8,21,24.7,27.2,23.1,5.9,89,6.1,La Niña
Pacífico Central,8/22/2022,2022,8,22,25.1,28.5,22.9,2.6,85,3.8,La Niña
Pacífico Central,8/23/2022,2022,8,23,24.7,28.1,22.5,35,88,3.9,La Niña
Pacífico Central,8/24/2022,2022,8,24,24.3,27.6,22.1,29.9,91,5.3,La Niña
Pacífico Central,8/25/2022,2022,8,25,24.9,28,22,4,86,4,La Niña
Pacífico Central,8/26/2022,2022,8,26,24.6,26.1,23.2,5.5,90,4.9,La Niña
Pacífico Central,8/27/2022,2022,8,27,24.9,27.4,23.4,32.6,88,6.5,La Niña
Pacífico Central,8/28/2022,2022,8,28,24.9,28.1,23,12,88,4.1,La Niña
Pacífico Central,8/29/2022,2022,8,29,25.1,28.5,21.9,9.2,87,4.9,La Niña
Pacífico Central,8/30/2022,2022,8,30,25.3,27.9,22.9,3.8,88,4.1,La Niña
Pacífico Central,8/31/2022,2022,8,31,25.6,28.6,23.5,14,86,3.3,La Niña
Pacífico Central,9/1/2022,2022,9,1,25.4,28.6,23,4.6,88,3.9,Neutro
Pacífico Central,9/2/2022,2022,9,2,25.2,27.9,23.1,1.3,87,4.8,Neutro
Pacífico Central,9/3/2022,2022,9,3,25.2,26.8,23.2,7.8,87,4.5,Neutro
Pacífico Central,9/4/2022,2022,9,4,25.4,28.2,23.1,10.7,89,3.9,Neutro
Pacífico Central,9/5/2022,2022,9,5,24.9,26,23,7.8,90,4.4,Neutro
Pacífico Central,9/6/2022,2022,9,6,25.8,29,23.9,3,85,4,Neutro
Pacífico Central,9/7/2022,2022,9,7,25.6,28.7,23.7,5.9,87,2.9,Neutro
Pacífico Central,9/8/2022,2022,9,8,25.2,28.6,23,12.9,89,3.7,Neutro
Pacífico Central,9/9/2022,2022,9,9,24.8,27.4,23.4,16.3,90,4.9,Neutro
Pacífico Central,9/10/2022,2022,9,10,25.4,28.9,23.3,15.4,88,3.7,Neutro
Pacífico Central,9/11/2022,2022,9,11,25.5,29,23.5,5.5,87,4.8,Neutro
Pacífico Central,9/12/2022,2022,9,12,25.1,28.2,23,13.4,89,5.9,Neutro
Pacífico Central,9/13/2022,2022,9,13,24.6,27,22.8,11.6,92,5.6,Neutro
Pacífico Central,9/14/2022,2022,9,14,24.9,27.9,22.5,8.1,89,4.5,Neutro
Pacífico Central,9/15/2022,2022,9,15,25,28.2,22.5,3.9,87,3.8,Neutro
Pacífico Central,9/16/2022,2022,9,16,24.6,27.5,22.6,17.3,91,5.1,Neutro
Pacífico Central,9/17/2022,2022,9,17,24.3,27.4,22.8,22.3,92,5.4,Neutro
Pacífico Central,9/18/2022,2022,9,18,24.1,25.5,22.8,37.5,95,4,Neutro
Pacífico Central,9/19/2022,2022,9,19,25,27.2,23.1,35.6,87,3.5,Neutro
Pacífico Central,9/20/2022,2022,9,20,25,28.5,22,14.2,86,4.4,Neutro
Pacífico Central,9/21/2022,2022,9,21,25.2,28.4,22.3,3.3,86,5.2,Neutro
Pacífico Central,9/22/2022,2022,9,22,25.2,28.1,23.1,10.8,86,4.7,Neutro
Pacífico Central,9/23/2022,2022,9,23,25,28,23.1,11.4,88,4.4,Neutro
Pacífico Central,9/24/2022,2022,9,24,24.6,27.1,23.5,76.6,91,4.5,Neutro
Pacífico Central,9/25/2022,2022,9,25,24.7,27.8,22.5,12.5,90,5.5,Neutro
Pacífico Central,9/26/2022,2022,9,26,23.8,26.1,22.4,26,94,4.2,Neutro
Pacífico Central,9/27/2022,2022,9,27,24.3,27.5,22.7,18,92,5.2,Neutro
Pacífico Central,9/28/2022,2022,9,28,25,29,23,32.5,88,4.8,Neutro
Pacífico Central,9/29/2022,2022,9,29,24.8,27.2,23,34.9,90,4.3,Neutro
Pacífico Central,9/30/2022,2022,9,30,24.7,27.6,22.9,22.8,91,4.8,Neutro
Pacífico Central,10/1/2022,2022,10,1,23.9,26.7,22.9,21.5,93,4.2,Neutro
Pacífico Central,10/2/2022,2022,10,2,25.3,27.4,23,1.1,86,4,Neutro
Pacífico Central,10/3/2022,2022,10,3,25.8,28.4,24.5,1.8,87,4.8,Neutro
Pacífico Central,10/4/2022,2022,10,4,25.7,28.5,24.4,3.3,86,5.1,Neutro
Pacífico Central,10/5/2022,2022,10,5,24.8,27.2,23.2,14.1,87,5.9,Neutro
Pacífico Central,10/6/2022,2022,10,6,24.7,26.8,23.5,6.7,88,6.2,Neutro
Pacífico Central,10/7/2022,2022,10,7,24.3,26.4,22.9,11.1,92,3.7,Neutro
Pacífico Central,10/8/2022,2022,10,8,23.8,25.2,22.6,79.6,96,8.2,Neutro
Pacífico Central,10/9/2022,2022,10,9,23.8,25,22.9,65.1,96,10.2,Neutro
Pacífico Central,10/10/2022,2022,10,10,25.2,27.5,22.8,1.6,83,4.9,Neutro
Pacífico Central,10/11/2022,2022,10,11,24.8,26.6,23.1,12.8,90,5.3,Neutro
Pacífico Central,10/12/2022,2022,10,12,25.2,28.1,23,2.2,86,5.7,Neutro
Pacífico Central,10/13/2022,2022,10,13,24.9,28.2,23,18.4,92,6.3,Neutro
Pacífico Central,10/14/2022,2022,10,14,24.4,26.9,22.9,10.8,93,5.2,Neutro
Pacífico Central,10/15/2022,2022,10,15,24.6,27,22.6,17.3,90,6,Neutro
Pacífico Central,10/16/2022,2022,10,16,24.3,26.5,23.1,62.8,94,5.1,Neutro
Pacífico Central,10/17/2022,2022,10,17,23.8,25.4,22.5,88.2,94,4.1,Neutro
Pacífico Central,10/18/2022,2022,10,18,24.2,26.6,22.1,22.6,91,5.2,Neutro
Pacífico Central,10/19/2022,2022,10,19,24.8,28.2,22.5,10.9,88,5.2,Neutro
Pacífico Central,10/20/2022,2022,10,20,24.8,28.1,22.5,41.5,88,6,Neutro
Pacífico Central,10/21/2022,2022,10,21,24.6,27,23.1,48.9,92,4,Neutro
Pacífico Central,10/22/2022,2022,10,22,24.8,27.2,22.5,3.6,88,3.9,Neutro
Pacífico Central,10/23/2022,2022,10,23,24.3,26.6,23,25.9,90,4.2,Neutro
Pacífico Central,10/24/2022,2022,10,24,24.6,27.5,22.6,33.7,92,4.4,Neutro
Pacífico Central,10/25/2022,2022,10,25,24.8,26.6,22.3,17.3,90,3.7,Neutro
Pacífico Central,10/26/2022,2022,10,26,24.7,27.1,22.9,0.2,89,5.4,Neutro
Pacífico Central,10/27/2022,2022,10,27,25.1,27.8,23.2,16.6,87,7.1,Neutro
Pacífico Central,10/28/2022,2022,10,28,24.5,26.3,22.5,6.7,91,7.1,Neutro
Pacífico Central,10/29/2022,2022,10,29,24.7,26.6,23.4,11.2,89,7,Neutro
Pacífico Central,10/30/2022,2022,10,30,24.8,27.4,23.4,4.4,85,7.4,Neutro
Pacífico Central,10/31/2022,2022,10,31,24.9,27.5,22.5,3.3,85,6,Neutro
Pacífico Central,11/1/2022,2022,11,1,25.3,28.3,23,7.6,87,5.1,El Niño
Pacífico Central,11/2/2022,2022,11,2,25.4,28.2,23.6,1.2,86,4.5,El Niño
Pacífico Central,11/3/2022,2022,11,3,25,27.4,23.1,10.1,91,4,El Niño
Pacífico Central,11/4/2022,2022,11,4,23.8,25.5,22.5,54,94,5.4,El Niño
Pacífico Central,11/5/2022,2022,11,5,23.7,24.8,22.9,91.5,97,7.4,El Niño
Pacífico Central,11/6/2022,2022,11,6,24,25,23.1,84.2,97,4.2,El Niño
Pacífico Central,11/7/2022,2022,11,7,24.5,26.5,23.4,40.6,93,4.5,El Niño
Pacífico Central,11/8/2022,2022,11,8,24.1,25.9,22.5,26.1,93,4.2,El Niño
Pacífico Central,11/9/2022,2022,11,9,24.3,27,22.4,7.2,92,4.5,El Niño
Pacífico Central,11/10/2022,2022,11,10,24.7,26.9,22.6,1.4,89,6,El Niño
Pacífico Central,11/11/2022,2022,11,11,24.3,26.1,22.8,5.1,91,4.4,El Niño
Pacífico Central,11/12/2022,2022,11,12,24.4,26.9,22.4,32.9,90,4.4,El Niño
Pacífico Central,11/13/2022,2022,11,13,24.3,26.4,22.4,7.6,88,6.3,El Niño
Pacífico Central,11/14/2022,2022,11,14,24.5,27,23.2,2.2,85,5.7,El Niño
Pacífico Central,11/15/2022,2022,11,15,24.9,27,23.4,0.8,82,5.3,El Niño
Pacífico Central,11/16/2022,2022,11,16,24.8,26.5,24,0.3,89,5.2,El Niño
Pacífico Central,11/17/2022,2022,11,17,24.9,26.9,23.7,1.6,85,4.7,El Niño
Pacífico Central,11/18/2022,2022,11,18,25.2,27.9,23.8,5.4,85,4.6,El Niño
Pacífico Central,11/19/2022,2022,11,19,24.7,26,23.6,4.2,88,3.8,El Niño
Pacífico Central,11/20/2022,2022,11,20,25.1,27.8,22.7,10.8,89,3.9,El Niño
Pacífico Central,11/21/2022,2022,11,21,24.5,26.9,23.2,24.1,91,4.2,El Niño
Pacífico Central,11/22/2022,2022,11,22,24.3,26.9,22.1,14,90,5.8,El Niño
Pacífico Central,11/23/2022,2022,11,23,24.9,27.6,23,3.3,86,5.7,El Niño
Pacífico Central,11/24/2022,2022,11,24,24.3,26.5,23,1.8,89,4.5,El Niño
Pacífico Central,11/25/2022,2022,11,25,24.4,27.3,23.1,36.7,89,3.7,El Niño
Pacífico Central,11/26/2022,2022,11,26,24.1,26,22.7,26.2,93,3.9,El Niño
Pacífico Central,11/27/2022,2022,11,27,23.8,26,22.6,47.6,95,4.9,El Niño
Pacífico Central,11/28/2022,2022,11,28,24.4,26.1,23,6.6,89,4.7,El Niño
Pacífico Central,11/29/2022,2022,11,29,24.3,26.5,22.5,1.8,83,5.4,El Niño
Pacífico Central,11/30/2022,2022,11,30,23.8,26,22.9,13.1,88,5.2,El Niño
Pacífico Central,12/1/2022,2022,12,1,24.1,26.3,22.2,0.3,86,6.3,El Niño
Pacífico Central,12/2/2022,2022,12,2,24.3,26.2,23.2,0.8,90,5,El Niño
Pacífico Central,12/3/2022,2022,12,3,23.9,26,22.9,1.6,90,4.2,El Niño
Pacífico Central,12/4/2022,2022,12,4,23.8,26.5,21.6,3,86,4.4,El Niño
Pacífico Central,12/5/2022,2022,12,5,23.7,25.6,22,1.1,87,6.1,El Niño
Pacífico Central,12/6/2022,2022,12,6,24.7,27.3,22.1,0,79,4.5,El Niño
Pacífico Central,12/7/2022,2022,12,7,24.4,26.9,22,0.1,82,6.9,El Niño
Pacífico Central,12/8/2022,2022,12,8,24.3,26.9,22.6,0,83,6.2,El Niño
Pacífico Central,12/9/2022,2022,12,9,25,27.5,23.2,0.2,79,3.8,El Niño
Pacífico Central,12/10/2022,2022,12,10,25.4,27.5,23.8,0,80,3.7,El Niño
Pacífico Central,12/11/2022,2022,12,11,25.2,27.9,23.8,1.5,82,5.6,El Niño
Pacífico Central,12/12/2022,2022,12,12,25,28,23.2,0.6,84,3.8,El Niño
Pacífico Central,12/13/2022,2022,12,13,25,27.5,22.8,0.3,84,4,El Niño
Pacífico Central,12/14/2022,2022,12,14,25.1,27.5,23.1,2.2,86,3.4,El Niño
Pacífico Central,12/15/2022,2022,12,15,25.5,28.2,23.1,0.1,81,4.6,El Niño
Pacífico Central,12/16/2022,2022,12,16,25.3,27.8,24.1,2.5,84,6.4,El Niño
Pacífico Central,12/17/2022,2022,12,17,25.5,28,24.2,0.4,85,3.9,El Niño
Pacífico Central,12/18/2022,2022,12,18,24.4,26.6,23.1,0.3,85,4.3,El Niño
Pacífico Central,12/19/2022,2022,12,19,24.5,27.2,21.8,0,85,3.5,El Niño
Pacífico Central,12/20/2022,2022,12,20,25.3,28.4,22.6,0.1,83,3.8,El Niño
Pacífico Central,12/21/2022,2022,12,21,25.4,27.6,23.5,0,81,4.2,El Niño
Pacífico Central,12/22/2022,2022,12,22,25.7,28.1,23.8,0.6,79,4.3,El Niño
Pacífico Central,12/23/2022,2022,12,23,25.2,27.8,23.5,1,84,5.7,El Niño
Pacífico Central,12/24/2022,2022,12,24,25.9,28.2,23.7,0,77,5.1,El Niño
Pacífico Central,12/25/2022,2022,12,25,25.3,27.7,22.6,0,78,3.7,El Niño
Pacífico Central,12/26/2022,2022,12,26,26.2,28.9,23.5,0,72,4.2,El Niño
Pacífico Central,12/27/2022,2022,12,27,25.5,28.3,23.5,0,79,3.5,El Niño
Pacífico Central,12/28/2022,2022,12,28,25.5,28.8,23.6,0.3,76,3.9,El Niño
Pacífico Central,12/29/2022,2022,12,29,25.9,29,23.8,0.3,78,4,El Niño
Pacífico Central,12/30/2022,2022,12,30,25.3,28.6,23.5,1.9,82,5.3,El Niño
Pacífico Central,12/31/2022,2022,12,31,25.2,28.9,22.9,1.2,81,4.5,El Niño
Pacífico Central,1/1/2023,2023,1,1,25.1,28,23.3,0,78,5.7,El Niño
Pacífico Central,1/2/2023,2023,1,2,24.3,25.8,23.2,1.7,80,4.2,El Niño
Pacífico Central,1/3/2023,2023,1,3,25.1,27.9,22.6,0.9,81,4,El Niño
Pacífico Central,1/4/2023,2023,1,4,25.4,28.8,23.5,0.2,78,5.5,El Niño
Pacífico Central,1/5/2023,2023,1,5,25.2,28.1,23.3,0.1,79,3.7,El Niño
Pacífico Central,1/6/2023,2023,1,6,25.8,28.9,23.5,0,70,5.2,El Niño
Pacífico Central,1/7/2023,2023,1,7,25.9,28.8,24.5,0.1,73,5.4,El Niño
Pacífico Central,1/8/2023,2023,1,8,25.8,29.4,23.2,1.4,76,3.6,El Niño
Pacífico Central,1/9/2023,2023,1,9,25.5,29.2,22.4,2.7,75,3.5,El Niño
Pacífico Central,1/10/2023,2023,1,10,25.6,28.2,23.9,0.4,76,4.5,El Niño
Pacífico Central,1/11/2023,2023,1,11,25.8,29,23.5,0.1,71,5.3,El Niño
Pacífico Central,1/12/2023,2023,1,12,25.4,27.7,23.5,0.6,77,5.2,El Niño
Pacífico Central,1/13/2023,2023,1,13,26,29.6,23.5,0,77,6.1,El Niño
Pacífico Central,1/14/2023,2023,1,14,25.1,27.3,23.8,0.6,80,4.4,El Niño
Pacífico Central,1/15/2023,2023,1,15,25.4,29.2,23.2,0.4,79,3.6,El Niño
Pacífico Central,1/16/2023,2023,1,16,26,29.5,23.8,0.8,75,5.8,El Niño
Pacífico Central,1/17/2023,2023,1,17,26.1,29.3,23.6,0.3,76,4.7,El Niño
Pacífico Central,1/18/2023,2023,1,18,25.5,29,22.9,0.8,81,4.8,El Niño
Pacífico Central,1/19/2023,2023,1,19,25.9,29.3,22.7,0.4,78,4.1,El Niño
Pacífico Central,1/20/2023,2023,1,20,26.1,29.4,24.2,0.1,73,4.1,El Niño
Pacífico Central,1/21/2023,2023,1,21,26,29.2,23.1,0,77,4.1,El Niño
Pacífico Central,1/22/2023,2023,1,22,25.8,28.8,23.6,0.3,74,3.8,El Niño
Pacífico Central,1/23/2023,2023,1,23,26.8,30.1,24.5,0.2,72,4.3,El Niño
Pacífico Central,1/24/2023,2023,1,24,26.9,30.3,24,0,72,4.9,El Niño
Pacífico Central,1/25/2023,2023,1,25,26.5,30.7,24,0.5,76,5.6,El Niño
Pacífico Central,1/26/2023,2023,1,26,26.4,30.6,24,0.8,73,7.3,El Niño
Pacífico Central,1/27/2023,2023,1,27,26,29.6,23.9,0.4,75,5.9,El Niño
Pacífico Central,1/28/2023,2023,1,28,26.3,29.3,22.6,0,72,3.9,El Niño
Pacífico Central,1/29/2023,2023,1,29,26.9,30.8,23.6,0,64,5.4,El Niño
Pacífico Central,1/30/2023,2023,1,30,27.2,30.9,24,0,69,4.7,El Niño
Pacífico Central,1/31/2023,2023,1,31,27.3,30.2,24.5,0,68,4.7,El Niño
Pacífico Central,2/1/2023,2023,2,1,26.6,29.4,24.4,0,72,4.3,El Niño
Pacífico Central,2/2/2023,2023,2,2,26.4,29.3,23.9,0.3,76,4.6,El Niño
Pacífico Central,2/3/2023,2023,2,3,26.9,30.1,24.1,0.6,73,4.3,El Niño
Pacífico Central,2/4/2023,2023,2,4,27.7,30.4,24.8,0,63,5.3,El Niño
Pacífico Central,2/5/2023,2023,2,5,28.1,31.2,25.5,0,62,4.7,El Niño
Pacífico Central,2/6/2023,2023,2,6,27.4,30.1,25.1,0,67,4.6,El Niño
Pacífico Central,2/7/2023,2023,2,7,27.3,30.4,25.1,0,70,5.6,El Niño
Pacífico Central,2/8/2023,2023,2,8,27.4,31,24.9,0.7,73,5.4,El Niño
Pacífico Central,2/9/2023,2023,2,9,27.6,31,25,0,70,4.6,El Niño
Pacífico Central,2/10/2023,2023,2,10,27.8,31.7,24.4,0,64,5.3,El Niño
Pacífico Central,2/11/2023,2023,2,11,28.2,31.8,25,0,62,4.6,El Niño
Pacífico Central,2/12/2023,2023,2,12,28.1,31.7,24.9,0,62,4.6,El Niño
Pacífico Central,2/13/2023,2023,2,13,27.9,30.6,25.1,0,64,5,El Niño
Pacífico Central,2/14/2023,2023,2,14,27.6,31.3,24.6,0,68,5.2,El Niño
Pacífico Central,2/15/2023,2023,2,15,28.2,31.7,24.6,0,63,4.8,El Niño
Pacífico Central,2/16/2023,2023,2,16,28.4,31.8,25.5,0,63,5,El Niño
Pacífico Central,2/17/2023,2023,2,17,28,31,25.8,0,66,5.8,El Niño
Pacífico Central,2/18/2023,2023,2,18,28.1,31.9,25.3,0,68,6.1,El Niño
Pacífico Central,2/19/2023,2023,2,19,27.9,31.3,24.5,0,65,4.9,El Niño
Pacífico Central,2/20/2023,2023,2,20,27.9,31.5,24.5,0,67,4.8,El Niño
Pacífico Central,2/21/2023,2023,2,21,27.9,31.8,25.2,0,62,5.9,El Niño
Pacífico Central,2/22/2023,2023,2,22,27.5,31.6,24.4,1.1,69,5.8,El Niño
Pacífico Central,2/23/2023,2023,2,23,27.5,31.2,24,0,64,6.2,El Niño
Pacífico Central,2/24/2023,2023,2,24,27.6,31.2,25,0,65,5,El Niño
Pacífico Central,2/25/2023,2023,2,25,27.3,30.4,24.9,0,68,4.3,El Niño
Pacífico Central,2/26/2023,2023,2,26,27.7,31,24.1,0,62,4.8,El Niño
Pacífico Central,2/27/2023,2023,2,27,27.9,31.5,23.9,0,66,5.8,El Niño
Pacífico Central,2/28/2023,2023,2,28,28,31.8,24.9,0,68,5.5,El Niño
Pacífico Central,3/1/2023,2023,3,1,28.4,32.2,25.7,0,66,6.1,El Niño
Pacífico Central,3/2/2023,2023,3,2,28.3,31.8,25.5,0,66,5.7,El Niño
Pacífico Central,3/3/2023,2023,3,3,28.3,32,24.7,0,66,5.1,El Niño
Pacífico Central,3/4/2023,2023,3,4,28.3,31.8,24.6,0,64,4.7,El Niño
Pacífico Central,3/5/2023,2023,3,5,27.7,31.9,25.4,0.5,71,6,El Niño
Pacífico Central,3/6/2023,2023,3,6,27.4,31.7,24.5,1.3,75,5.3,El Niño
Pacífico Central,3/7/2023,2023,3,7,25.9,28.9,24,6.6,86,4.4,El Niño
Pacífico Central,3/8/2023,2023,3,8,24.3,26.1,22.4,38.3,93,6.1,El Niño
Pacífico Central,3/9/2023,2023,3,9,25.1,28.1,22.8,9.8,87,5,El Niño
Pacífico Central,3/10/2023,2023,3,10,25.3,28.7,23.4,16.5,86,4.9,El Niño
Pacífico Central,3/11/2023,2023,3,11,25.6,29,23.5,7.2,82,5.7,El Niño
Pacífico Central,3/12/2023,2023,3,12,26.6,29.5,23.3,4,73,4.1,El Niño
Pacífico Central,3/13/2023,2023,3,13,25.8,28.8,23.6,0.8,83,3.9,El Niño
Pacífico Central,3/14/2023,2023,3,14,25.7,29.5,23.8,6.4,84,4.2,El Niño
Pacífico Central,3/15/2023,2023,3,15,25.9,29.8,23.8,4.5,82,4.4,El Niño
Pacífico Central,3/16/2023,2023,3,16,25.8,29.4,23.1,3.7,80,4.8,El Niño
Pacífico Central,3/17/2023,2023,3,17,25.9,29.9,23.2,10.7,80,3.7,El Niño
Pacífico Central,3/18/2023,2023,3,18,26.5,29.4,23.9,0.6,78,4,El Niño
Pacífico Central,3/19/2023,2023,3,19,26.5,29.5,24.1,0,77,6.4,El Niño
Pacífico Central,3/20/2023,2023,3,20,27.2,30.6,25.1,0,70,5.1,El Niño
Pacífico Central,3/21/2023,2023,3,21,26.7,29.4,24.2,0,79,3.7,El Niño
Pacífico Central,3/22/2023,2023,3,22,27,30.2,24.5,0.6,73,3.4,El Niño
Pacífico Central,3/23/2023,2023,3,23,26.5,30,23.5,2.8,74,5.6,El Niño
Pacífico Central,3/24/2023,2023,3,24,27.2,30.9,24.4,0,70,4.6,El Niño
Pacífico Central,3/25/2023,2023,3,25,26.8,30,24.5,1,75,4.9,El Niño
Pacífico Central,3/26/2023,2023,3,26,26.9,30.1,24.4,0.1,74,4.4,El Niño
Pacífico Central,3/27/2023,2023,3,27,27.2,30.7,24.4,0.9,74,4.7,El Niño
Pacífico Central,3/28/2023,2023,3,28,27.7,31,24.9,0,74,5.7,El Niño
Pacífico Central,3/29/2023,2023,3,29,27.2,31.4,25,0.1,74,5.1,El Niño
Pacífico Central,3/30/2023,2023,3,30,27.2,30.9,24.2,0.3,70,4.5,El Niño
Pacífico Central,3/31/2023,2023,3,31,27.5,31.3,24.6,0,70,4.4,El Niño
Pacífico Central,4/1/2023,2023,4,1,28.1,31.9,25,0,65,4.5,El Niño
Pacífico Central,4/2/2023,2023,4,2,28.5,32.3,25.8,0,59,4.8,El Niño
Pacífico Central,4/3/2023,2023,4,3,28.7,32.2,25.8,0,67,5.7,El Niño
Pacífico Central,4/4/2023,2023,4,4,28.3,31.8,25.4,1.1,71,4.8,El Niño
Pacífico Central,4/5/2023,2023,4,5,28.1,31.5,25.5,0.2,72,4.4,El Niño
Pacífico Central,4/6/2023,2023,4,6,27.2,30.4,24.8,0.2,74,4.2,El Niño
Pacífico Central,4/7/2023,2023,4,7,25.6,28.6,23,9.7,85,5.8,El Niño
